NAICS,,,,,,,,,,,,
CODE,NAICS DESCRIPTION,DATA TYPE,TOTAL,0,1-4,5-9,10-19,<20,20-99,100-499,<500,500+
321991,Manufactured home (mobile home) mfg,Firms,200,19,45,16,15,95,36,45,176,24
321991,Manufactured home (mobile home) mfg,Establishments,387,19,45,16,15,95,37,48,180,207
321991,Manufactured home (mobile home) mfg,Employment,"64,568",0,76,110,217,403,"1,987","9,477","11,867","52,701"
321991,Manufactured home (mobile home) mfg,"Annual Payroll ($1,000)","1,690,976",592,"1,671","2,500","5,013","9,776","57,106","210,649","277,531","1,413,445"
321992,Prefabricated wood building mfg,Firms,674,62,182,93,100,437,160,58,655,19
321992,Prefabricated wood building mfg,Establishments,738,62,182,93,100,437,163,89,689,49
321992,Prefabricated wood building mfg,Employment,"27,325",0,401,610,"1,343","2,354","7,070","9,776","19,200","8,125"
321992,Prefabricated wood building mfg,"Annual Payroll ($1,000)","764,528","8,624","9,513","13,842","35,191","67,170","204,716","276,506","548,392","216,136"
321999,All other miscellaneous wood product mfg,Firms,"2,074",179,723,384,330,"1,616",331,91,"2,038",36
321999,All other miscellaneous wood product mfg,Establishments,"2,172",179,724,384,331,"1,618",345,121,"2,084",88
321999,All other miscellaneous wood product mfg,Employment,"42,671",0,"1,573","2,584","4,551","8,708","12,326","10,476","31,510","11,161"
321999,All other miscellaneous wood product mfg,"Annual Payroll ($1,000)","1,006,152","6,085","30,093","52,120","99,454","187,752","274,022","241,541","703,315","302,837"
322,Paper mfg,Firms,"3,648",135,502,402,547,"1,586","1,297",529,"3,412",236
322,Paper mfg,Establishments,"5,790",135,502,402,547,"1,586","1,348",820,"3,754","2,036"
322,Paper mfg,Employment,"553,943",0,"1,186","2,778","7,850","11,814","59,235","89,058","160,107","393,836"
322,Paper mfg,"Annual Payroll ($1,000)","23,290,895","33,875","39,550","82,418","240,246","396,089","1,947,805","3,405,892","5,749,786","17,541,109"
3221,"Pulp, paper, & paperboard mills",Firms,285,16,27,9,15,67,52,73,192,93
3221,"Pulp, paper, & paperboard mills",Establishments,597,16,27,9,15,67,52,83,202,395
3221,"Pulp, paper, & paperboard mills",Employment,"177,141",0,59,65,214,338,"2,813","13,640","16,791","160,350"
3221,"Pulp, paper, & paperboard mills","Annual Payroll ($1,000)","9,475,216","6,801","3,022","2,143","5,400","17,366","121,280","687,528","826,174","8,649,042"
32211,Pulp mills,Firms,36,1,4,0,2,7,10,5,22,14
32211,Pulp mills,Establishments,48,1,4,0,2,7,10,7,24,24
32211,Pulp mills,Employment,"9,963",[a],[a],0,[b],35,455,607,"1,097","8,866"
32211,Pulp mills,"Annual Payroll ($1,000)","583,593",(D),(D),0,(D),"2,403","20,138","25,236","47,777","535,816"
322110,Pulp mills,Firms,36,1,4,0,2,7,10,5,22,14
322110,Pulp mills,Establishments,48,1,4,0,2,7,10,7,24,24
322110,Pulp mills,Employment,"9,963",[a],[a],0,[b],35,455,607,"1,097","8,866"
322110,Pulp mills,"Annual Payroll ($1,000)","583,593",(D),(D),0,(D),"2,403","20,138","25,236","47,777","535,816"
32212,Paper mills,Firms,166,8,18,3,8,37,28,43,108,58
32212,Paper mills,Establishments,311,8,18,3,8,37,28,47,112,199
32212,Paper mills,Employment,"113,828",0,44,21,111,176,"1,538","9,466","11,180","102,648"
32212,Paper mills,"Annual Payroll ($1,000)","6,023,906","5,742","1,156",636,"2,954","10,488","68,030","491,444","569,962","5,453,944"
322121,Paper (except newsprint) mills,Firms,145,7,15,3,8,33,26,36,95,50
322121,Paper (except newsprint) mills,Establishments,280,7,15,3,8,33,26,40,99,181
322121,Paper (except newsprint) mills,Employment,"102,728",[a],37,21,111,[c],[g],"7,655","9,263","93,465"
322121,Paper (except newsprint) mills,"Annual Payroll ($1,000)","5,365,339",(D),"1,058",636,"2,954",(D),(D),"372,205","444,908","4,920,431"
322122,Newsprint mills,Firms,26,1,3,0,0,4,2,7,13,13
322122,Newsprint mills,Establishments,31,1,3,0,0,4,2,7,13,18
322122,Newsprint mills,Employment,"11,100",[a],7,0,0,[a],[b],"1,811","1,917","9,183"
322122,Newsprint mills,"Annual Payroll ($1,000)","658,567",(D),98,0,0,(D),(D),"119,239","125,054","533,513"
32213,Paperboard mills,Firms,105,7,5,6,5,23,14,27,64,41
32213,Paperboard mills,Establishments,238,7,5,6,5,23,14,29,66,172
32213,Paperboard mills,Employment,"53,350",[a],[a],44,[b],127,820,"3,567","4,514","48,836"
32213,Paperboard mills,"Annual Payroll ($1,000)","2,867,717",(D),(D),"1,507",(D),"4,475","33,112","170,848","208,435","2,659,282"
322130,Paperboard mills,Firms,105,7,5,6,5,23,14,27,64,41
322130,Paperboard mills,Establishments,238,7,5,6,5,23,14,29,66,172
322130,Paperboard mills,Employment,"53,350",[a],[a],44,[b],127,820,"3,567","4,514","48,836"
322130,Paperboard mills,"Annual Payroll ($1,000)","2,867,717",(D),(D),"1,507",(D),"4,475","33,112","170,848","208,435","2,659,282"
3222,Converted paper product mfg,Firms,"3,444",119,475,393,532,"1,519","1,247",473,"3,239",205
3222,Converted paper product mfg,Establishments,"5,193",119,475,393,532,"1,519","1,296",737,"3,552","1,641"
3222,Converted paper product mfg,Employment,"376,802",0,"1,127","2,713","7,636","11,476","56,422","75,418","143,316","233,486"
3222,Converted paper product mfg,"Annual Payroll ($1,000)","13,815,679","27,074","36,528","80,275","234,846","378,723","1,826,525","2,718,364","4,923,612","8,892,067"
32221,Paperboard container mfg,Firms,"1,602",43,159,146,239,587,670,253,"1,510",92
32221,Paperboard container mfg,Establishments,"2,809",43,159,146,239,587,690,420,"1,697","1,112"
32221,Paperboard container mfg,Employment,"211,822",0,391,"1,007","3,471","4,869","30,789","42,087","77,745","134,077"
32221,Paperboard container mfg,"Annual Payroll ($1,000)","7,812,038","8,587","16,854","28,838","101,704","155,983","1,014,030","1,557,929","2,727,942","5,084,096"
322211,Corrugated & solid fiber box mfg,Firms,955,22,91,82,149,344,405,156,905,50
322211,Corrugated & solid fiber box mfg,Establishments,"1,743",22,91,82,149,344,421,266,"1,031",712
322211,Corrugated & solid fiber box mfg,Employment,"128,244",0,227,578,"2,170","2,975","18,388","25,488","46,851","81,393"
322211,Corrugated & solid fiber box mfg,"Annual Payroll ($1,000)","4,851,379","5,843","11,056","15,613","63,801","96,313","616,092","972,091","1,684,496","3,166,883"
322212,Folding paperboard box mfg,Firms,383,9,32,26,52,119,151,76,346,37
322212,Folding paperboard box mfg,Establishments,554,9,32,26,52,119,153,97,369,185
322212,Folding paperboard box mfg,Employment,"50,182",0,81,173,753,"1,007","7,544","12,225","20,776","29,406"
322212,Folding paperboard box mfg,"Annual Payroll ($1,000)","1,915,919",621,"3,328","6,739","22,893","33,581","259,789","449,188","742,558","1,173,361"
322213,Setup paperboard box mfg,Firms,134,5,15,11,17,48,58,24,130,4
322213,Setup paperboard box mfg,Establishments,146,5,15,11,17,48,58,32,138,8
322213,Setup paperboard box mfg,Employment,"6,736",[a],[b],[b],239,346,"2,570","2,701","5,617","1,119"
322213,Setup paperboard box mfg,"Annual Payroll ($1,000)","192,830",(D),(D),(D),"5,612","8,682","69,997","81,610","160,289","32,541"
322214,"Fiber can, tube, drum, & similar products mfg",Firms,138,4,15,25,17,61,49,13,123,15
322214,"Fiber can, tube, drum, & similar products mfg",Establishments,279,4,15,25,17,61,49,22,132,147
322214,"Fiber can, tube, drum, & similar products mfg",Employment,"11,425",[a],[b],166,243,447,"1,904","1,287","3,638","7,787"
322214,"Fiber can, tube, drum, & similar products mfg","Annual Payroll ($1,000)","381,594",(D),(D),"4,667","7,716","14,971","59,219","46,224","120,414","261,180"
322215,Nonfolding sanitary food container mfg,Firms,45,3,6,2,4,15,9,3,27,18
322215,Nonfolding sanitary food container mfg,Establishments,87,3,6,2,4,15,9,3,27,60
322215,Nonfolding sanitary food container mfg,Employment,"15,235",0,[a],[a],66,94,383,386,863,"14,372"
322215,Nonfolding sanitary food container mfg,"Annual Payroll ($1,000)","470,316",69,(D),(D),"1,682","2,436","8,933","8,816","20,185","450,131"
32222,Paper bag & coated & treated paper mfg,Firms,755,30,105,88,102,325,218,114,657,98
32222,Paper bag & coated & treated paper mfg,Establishments,955,30,105,88,102,325,227,148,700,255
32222,Paper bag & coated & treated paper mfg,Employment,"72,603",0,249,596,"1,474","2,319","9,492","14,902","26,713","45,890"
32222,Paper bag & coated & treated paper mfg,"Annual Payroll ($1,000)","2,788,921","7,507","7,258","18,578","54,523","87,866","324,183","553,264","965,313","1,823,608"
322221,Coated & laminated packaging paper & plastics film mfg,Firms,90,6,12,11,10,39,16,13,68,22
322221,Coated & laminated packaging paper & plastics film mfg,Establishments,107,6,12,11,10,39,18,18,75,32
322221,Coated & laminated packaging paper & plastics film mfg,Employment,"6,577",[a],[b],73,152,252,704,"1,634","2,590","3,987"
322221,Coated & laminated packaging paper & plastics film mfg,"Annual Payroll ($1,000)","243,564",(D),(D),"1,984","7,611","12,098","27,473","52,412","91,983","151,581"
322222,Coated & laminated paper mfg,Firms,489,19,76,60,70,225,136,76,437,52
322222,Coated & laminated paper mfg,Establishments,576,19,76,60,70,225,139,96,460,116
322222,Coated & laminated paper mfg,Employment,"40,326",0,173,411,"1,023","1,607","5,740","9,672","17,019","23,307"
322222,Coated & laminated paper mfg,"Annual Payroll ($1,000)","1,653,842","4,233","4,395","14,101","38,832","61,561","204,366","378,008","643,935","1,009,907"
322223,"Plastics, foil, & coated paper bag mfg",Firms,43,1,7,3,5,16,14,6,36,7
322223,"Plastics, foil, & coated paper bag mfg",Establishments,45,1,7,3,5,16,15,7,38,7
322223,"Plastics, foil, & coated paper bag mfg",Employment,"3,092",[a],22,[b],70,118,719,872,"1,709","1,383"
322223,"Plastics, foil, & coated paper bag mfg","Annual Payroll ($1,000)","105,339",(D),631,(D),"1,883","3,074","22,269","29,342","54,685","50,654"
322224,Uncoated paper & multiwall bag mfg,Firms,85,2,4,13,7,26,28,12,66,19
322224,Uncoated paper & multiwall bag mfg,Establishments,127,2,4,13,7,26,29,13,68,59
322224,Uncoated paper & multiwall bag mfg,Employment,"13,731",[a],[a],[b],[c],194,"1,327","1,653","3,174","10,557"
322224,Uncoated paper & multiwall bag mfg,"Annual Payroll ($1,000)","420,936",(D),(D),(D),(D),"5,632","36,119","44,274","86,025","334,911"
322225,Laminated aluminum foil mfg for flexible packaging uses,Firms,37,1,4,1,4,10,12,4,26,11
322225,Laminated aluminum foil mfg for flexible packaging uses,Establishments,45,1,4,1,4,10,12,5,27,18
322225,Laminated aluminum foil mfg for flexible packaging uses,Employment,"4,879",[a],[a],[a],51,67,595,343,"1,005","3,874"
322225,Laminated aluminum foil mfg for flexible packaging uses,"Annual Payroll ($1,000)","223,633",(D),(D),(D),"2,047","2,708","21,620","23,594","47,922","175,711"
322226,Surfacecoated paperboard mfg,Firms,41,1,2,0,6,9,13,7,29,12
322226,Surfacecoated paperboard mfg,Establishments,55,1,2,0,6,9,14,9,32,23
322226,Surfacecoated paperboard mfg,Employment,"3,998",[a],[a],0,[b],81,407,728,"1,216","2,782"
322226,Surfacecoated paperboard mfg,"Annual Payroll ($1,000)","141,607",(D),(D),0,(D),"2,793","12,336","25,634","40,763","100,844"
32223,Stationery product mfg,Firms,607,19,122,105,99,345,163,66,574,33
32223,Stationery product mfg,Establishments,741,19,122,105,99,345,167,79,591,150
32223,Stationery product mfg,Employment,"44,423",0,292,736,"1,381","2,409","7,413","9,439","19,261","25,162"
32223,Stationery product mfg,"Annual Payroll ($1,000)","1,442,727","7,687","6,625","20,036","35,990","70,338","223,396","326,779","620,513","822,214"
322231,Diecut paper & paperboard office supplies mfg,Firms,298,9,70,57,49,185,80,19,284,14
322231,Diecut paper & paperboard office supplies mfg,Establishments,322,9,70,57,49,185,83,22,290,32
322231,Diecut paper & paperboard office supplies mfg,Employment,"12,475",[a],[c],403,704,"1,285","3,476","1,906","6,667","5,808"
322231,Diecut paper & paperboard office supplies mfg,"Annual Payroll ($1,000)","364,194",(D),(D),"10,194","16,613","31,309","93,853","58,993","184,155","180,039"
322232,Envelope mfg,Firms,175,5,17,25,28,75,51,33,159,16
322232,Envelope mfg,Establishments,259,5,17,25,28,75,52,41,168,91
322232,Envelope mfg,Employment,"24,041",0,36,175,413,624,"2,511","5,473","8,608","15,433"
322232,Envelope mfg,"Annual Payroll ($1,000)","832,367","5,145","1,182","4,678","13,229","24,234","84,523","207,295","316,052","516,315"
322233,"Stationery, tablet, & related product mfg",Firms,141,5,35,23,22,85,32,15,132,9
322233,"Stationery, tablet, & related product mfg",Establishments,160,5,35,23,22,85,32,16,133,27
322233,"Stationery, tablet, & related product mfg",Employment,"7,907",[a],[b],158,264,500,"1,426","2,060","3,986","3,921"
322233,"Stationery, tablet, & related product mfg","Annual Payroll ($1,000)","246,166",(D),(D),"5,164","6,148","14,795","45,020","60,491","120,306","125,860"
32229,Other converted paper product mfg,Firms,577,27,89,54,92,262,198,63,523,54
32229,Other converted paper product mfg,Establishments,688,27,89,54,92,262,212,90,564,124
32229,Other converted paper product mfg,Employment,"47,954",0,195,374,"1,310","1,879","8,728","8,990","19,597","28,357"
32229,Other converted paper product mfg,"Annual Payroll ($1,000)","1,771,993","3,293","5,791","12,823","42,629","64,536","264,916","280,392","609,844","1,162,149"
322291,Sanitary paper product mfg,Firms,95,1,12,7,19,39,21,16,76,19
322291,Sanitary paper product mfg,Establishments,131,1,12,7,19,39,23,20,82,49
322291,Sanitary paper product mfg,Employment,"25,132",[a],[b],47,274,350,"1,006","2,986","4,342","20,790"
322291,Sanitary paper product mfg,"Annual Payroll ($1,000)","1,045,883",(D),(D),"1,431","8,836","11,402","27,423","91,875","130,700","915,183"
322299,All other converted paper product mfg,Firms,485,26,77,47,73,223,177,47,447,38
322299,All other converted paper product mfg,Establishments,557,26,77,47,73,223,189,70,482,75
322299,All other converted paper product mfg,Employment,"22,822",[a],[c],327,"1,036","1,529","7,722","6,004","15,255","7,567"
322299,All other converted paper product mfg,"Annual Payroll ($1,000)","726,110",(D),(D),"11,392","33,793","53,134","237,493","188,517","479,144","246,966"
323,Printing & related support activities,Firms,"37,188","2,231","14,282","8,341","5,459","30,313","5,533","1,004","36,850",338
323,Printing & related support activities,Establishments,"39,035","2,234","14,288","8,346","5,491","30,359","5,764","1,454","37,577","1,458"
323,Printing & related support activities,Employment,"813,389",0,"33,140","55,229","73,604","161,973","221,152","159,268","542,393","270,996"
323,Printing & related support activities,"Annual Payroll ($1,000)","28,318,533","149,800","770,406","1,403,607","2,159,587","4,483,400","7,761,907","5,974,238","18,219,545","10,098,988"
3231,Printing & related support activities,Firms,"37,188","2,231","14,282","8,341","5,459","30,313","5,533","1,004","36,850",338
3231,Printing & related support activities,Establishments,"39,035","2,234","14,288","8,346","5,491","30,359","5,764","1,454","37,577","1,458"
3231,Printing & related support activities,Employment,"813,389",0,"33,140","55,229","73,604","161,973","221,152","159,268","542,393","270,996"
3231,Printing & related support activities,"Annual Payroll ($1,000)","28,318,533","149,800","770,406","1,403,607","2,159,587","4,483,400","7,761,907","5,974,238","18,219,545","10,098,988"
32311,Printing,Firms,"33,439","2,002","12,855","7,613","4,893","27,363","4,857",906,"33,126",313
32311,Printing,Establishments,"35,016","2,005","12,861","7,618","4,922","27,406","5,051","1,282","33,739","1,277"
32311,Printing,Employment,"737,534",0,"29,973","50,353","65,859","146,185","193,826","143,514","483,525","254,009"
32311,Printing,"Annual Payroll ($1,000)","25,496,255","121,203","688,189","1,261,889","1,915,525","3,986,806","6,758,545","5,430,351","16,175,702","9,320,553"
323110,Commercial lithographic printing,Firms,"16,094",798,"5,422","3,665","2,691","12,576","2,782",532,"15,890",204
323110,Commercial lithographic printing,Establishments,"16,720",798,"5,426","3,665","2,701","12,590","2,848",643,"16,081",639
323110,Commercial lithographic printing,Employment,"405,125",0,"12,710","24,497","36,335","73,542","112,808","82,619","268,969","136,156"
323110,Commercial lithographic printing,"Annual Payroll ($1,000)","14,997,809","46,626","304,103","637,631","1,107,172","2,095,532","4,189,525","3,450,162","9,735,219","5,262,590"
323111,Commercial gravure printing,Firms,396,35,176,71,27,309,48,21,378,18
323111,Commercial gravure printing,Establishments,421,35,176,71,28,310,49,26,385,36
323111,Commercial gravure printing,Employment,"21,757",[a],[e],441,351,"1,176","1,695","2,695","5,566","16,191"
323111,Commercial gravure printing,"Annual Payroll ($1,000)","824,238",(D),(D),"12,028","10,545","34,282","61,424","115,158","210,864","613,374"
323112,Commercial flexographic printing,Firms,837,40,157,152,148,497,238,56,791,46
323112,Commercial flexographic printing,Establishments,889,40,157,152,149,498,241,71,810,79
323112,Commercial flexographic printing,Employment,"32,088",0,360,"1,051","2,104","3,515","9,168","7,501","20,184","11,904"
323112,Commercial flexographic printing,"Annual Payroll ($1,000)","1,213,162","4,200","11,699","33,810","75,412","125,121","347,598","269,161","741,880","471,282"
323113,Commercial screen printing,Firms,"3,958",309,"1,445",869,550,"3,173",628,114,"3,915",43
323113,Commercial screen printing,Establishments,"4,003",309,"1,445",869,551,"3,174",637,138,"3,949",54
323113,Commercial screen printing,Employment,"70,685",0,"3,227","5,779","7,388","16,394","24,688","17,922","59,004","11,681"
323113,Commercial screen printing,"Annual Payroll ($1,000)","1,931,485","14,992","66,597","131,822","175,140","388,551","665,065","500,809","1,554,425","377,060"
323114,Quick printing,Firms,"7,146",428,"3,591","1,882",797,"6,698",389,39,"7,126",20
323114,Quick printing,Establishments,"7,394",431,"3,593","1,885",808,"6,717",471,105,"7,293",101
323114,Quick printing,Employment,"54,070",0,"8,631","12,159","10,415","31,205","12,767","3,324","47,296","6,774"
323114,Quick printing,"Annual Payroll ($1,000)","1,469,692","15,315","183,429","284,722","281,837","765,303","404,810","97,460","1,267,573","202,119"
323115,Digital printing,Firms,456,50,159,96,68,373,71,7,451,5
323115,Digital printing,Establishments,456,50,159,96,68,373,71,7,451,5
323115,Digital printing,Employment,"5,443",0,365,651,896,"1,912","2,577",657,"5,146",297
323115,Digital printing,"Annual Payroll ($1,000)","191,979","3,295","10,364","17,842","28,333","59,834","87,703","25,894","173,431","18,548"
323116,Manifold business form printing,Firms,688,39,173,104,98,414,178,60,652,36
323116,Manifold business form printing,Establishments,935,39,173,104,98,414,188,134,736,199
323116,Manifold business form printing,Employment,"46,285",0,387,691,"1,343","2,421","7,759","9,678","19,858","26,427"
323116,Manifold business form printing,"Annual Payroll ($1,000)","1,540,449","11,955","10,551","17,380","42,329","82,215","253,649","311,321","647,185","893,264"
323117,Book printing,Firms,649,42,150,105,94,391,176,51,618,31
323117,Book printing,Establishments,698,42,150,105,94,391,176,56,623,75
323117,Book printing,Employment,"48,708",0,328,699,"1,359","2,386","7,803","8,264","18,453","30,255"
323117,Book printing,"Annual Payroll ($1,000)","1,657,729","9,265","10,643","17,765","43,509","81,182","281,070","294,856","657,108","1,000,621"
323118,"Blankbook, looseleaf binder, & device mfg",Firms,241,7,31,22,38,98,103,28,229,12
323118,"Blankbook, looseleaf binder, & device mfg",Establishments,256,7,31,22,38,98,103,33,234,22
323118,"Blankbook, looseleaf binder, & device mfg",Employment,"15,532",[a],[b],134,501,718,"4,789","4,379","9,886","5,646"
323118,"Blankbook, looseleaf binder, & device mfg","Annual Payroll ($1,000)","446,747",(D),(D),"3,243","11,050","18,262","135,190","120,553","274,005","172,742"
323119,Other commercial printing,Firms,"3,194",254,"1,551",648,387,"2,840",264,50,"3,154",40
323119,Other commercial printing,Establishments,"3,244",254,"1,551",649,387,"2,841",267,69,"3,177",67
323119,Other commercial printing,Employment,"37,841",0,"3,498","4,251","5,167","12,916","9,772","6,475","29,163","8,678"
323119,Other commercial printing,"Annual Payroll ($1,000)","1,222,965","11,202","79,478","105,646","140,198","336,524","332,511","244,977","914,012","308,953"
32312,Support activities for printing,Firms,"3,821",229,"1,427",728,566,"2,950",695,116,"3,761",60
32312,Support activities for printing,Establishments,"4,019",229,"1,427",728,569,"2,953",713,172,"3,838",181
32312,Support activities for printing,Employment,"75,855",0,"3,167","4,876","7,745","15,788","27,326","15,754","58,868","16,987"
32312,Support activities for printing,"Annual Payroll ($1,000)","2,822,278","28,597","82,217","141,718","244,062","496,594","1,003,362","543,887","2,043,843","778,435"
323121,Tradebinding & related work,Firms,"1,216",64,313,228,230,835,310,54,"1,199",17
323121,Tradebinding & related work,Establishments,"1,242",64,313,228,232,837,314,68,"1,219",23
323121,Tradebinding & related work,Employment,"31,788",0,719,"1,565","3,166","5,450","13,706","8,847","28,003","3,785"
323121,Tradebinding & related work,"Annual Payroll ($1,000)","854,880","10,233","16,532","37,333","78,380","142,478","377,066","222,063","741,607","113,273"
323122,Prepress services,Firms,"2,607",165,"1,114",500,336,"2,115",385,63,"2,563",44
323122,Prepress services,Establishments,"2,777",165,"1,114",500,337,"2,116",399,104,"2,619",158
323122,Prepress services,Employment,"44,067",0,"2,448","3,311","4,579","10,338","13,620","6,907","30,865","13,202"
323122,Prepress services,"Annual Payroll ($1,000)","1,967,398","18,364","65,685","104,385","165,682","354,116","626,296","321,824","1,302,236","665,162"
324,Petroleum & coal products mfg,Firms,"1,136",74,243,162,154,633,241,122,996,140
324,Petroleum & coal products mfg,Establishments,"2,210",74,243,163,155,635,314,290,"1,239",971
324,Petroleum & coal products mfg,Employment,"109,223",0,526,"1,082","2,027","3,635","8,415","10,918","22,968","86,255"
324,Petroleum & coal products mfg,"Annual Payroll ($1,000)","6,385,725","11,628","25,005","49,065","104,434","190,132","374,525","509,110","1,073,767","5,311,958"
3241,Petroleum & coal products mfg,Firms,"1,136",74,243,162,154,633,241,122,996,140
3241,Petroleum & coal products mfg,Establishments,"2,210",74,243,163,155,635,314,290,"1,239",971
3241,Petroleum & coal products mfg,Employment,"109,223",0,526,"1,082","2,027","3,635","8,415","10,918","22,968","86,255"
3241,Petroleum & coal products mfg,"Annual Payroll ($1,000)","6,385,725","11,628","25,005","49,065","104,434","190,132","374,525","509,110","1,073,767","5,311,958"
32411,Petroleum refineries,Firms,162,20,22,15,12,69,21,19,109,53
32411,Petroleum refineries,Establishments,298,20,22,15,12,69,22,21,112,186
32411,Petroleum refineries,Employment,"66,422",0,49,94,165,308,994,"2,697","3,999","62,423"
32411,Petroleum refineries,"Annual Payroll ($1,000)","4,461,494","8,245","1,471","4,941","10,757","25,414","51,607","152,449","229,470","4,232,024"
324110,Petroleum refineries,Firms,162,20,22,15,12,69,21,19,109,53
324110,Petroleum refineries,Establishments,298,20,22,15,12,69,22,21,112,186
324110,Petroleum refineries,Employment,"66,422",0,49,94,165,308,994,"2,697","3,999","62,423"
324110,Petroleum refineries,"Annual Payroll ($1,000)","4,461,494","8,245","1,471","4,941","10,757","25,414","51,607","152,449","229,470","4,232,024"
32412,"Asphalt paving, roofing, & saturated materials mfg",Firms,617,29,114,101,84,328,147,76,551,66
32412,"Asphalt paving, roofing, & saturated materials mfg",Establishments,"1,463",29,114,102,85,330,215,219,764,699
32412,"Asphalt paving, roofing, & saturated materials mfg",Employment,"28,510",0,266,705,"1,070","2,041","4,562","5,156","11,759","16,751"
32412,"Asphalt paving, roofing, & saturated materials mfg","Annual Payroll ($1,000)","1,276,088","2,193","15,607","33,372","53,601","104,773","204,258","219,517","528,548","747,540"
324121,Asphalt paving mixture & block mfg,Firms,495,24,91,78,72,265,116,61,442,53
324121,Asphalt paving mixture & block mfg,Establishments,"1,231",24,91,79,73,267,180,183,630,601
324121,Asphalt paving mixture & block mfg,Employment,"14,752",0,204,553,920,"1,677","3,166","3,006","7,849","6,903"
324121,Asphalt paving mixture & block mfg,"Annual Payroll ($1,000)","683,438","2,050","12,115","27,672","46,683","88,520","154,611","126,944","370,075","313,363"
324122,Asphalt shingle & coating materials mfg,Firms,131,5,23,23,12,63,31,19,113,18
324122,Asphalt shingle & coating materials mfg,Establishments,232,5,23,23,12,63,35,36,134,98
324122,Asphalt shingle & coating materials mfg,Employment,"13,758",0,62,152,150,364,"1,396","2,150","3,910","9,848"
324122,Asphalt shingle & coating materials mfg,"Annual Payroll ($1,000)","592,650",143,"3,492","5,700","6,918","16,253","49,647","92,573","158,473","434,177"
32419,Other petroleum & coal products mfg,Firms,383,25,107,46,58,236,73,29,338,45
32419,Other petroleum & coal products mfg,Establishments,449,25,107,46,58,236,77,50,363,86
32419,Other petroleum & coal products mfg,Employment,"14,291",0,211,283,792,"1,286","2,859","3,065","7,210","7,081"
32419,Other petroleum & coal products mfg,"Annual Payroll ($1,000)","648,143","1,190","7,927","10,752","40,076","59,945","118,660","137,144","315,749","332,394"
324191,Petroleum lubricating oil & grease mfg,Firms,313,20,89,38,51,198,62,23,283,30
324191,Petroleum lubricating oil & grease mfg,Establishments,366,20,89,38,51,198,66,39,303,63
324191,Petroleum lubricating oil & grease mfg,Employment,"10,851",0,173,240,702,"1,115","2,362","2,482","5,959","4,892"
324191,Petroleum lubricating oil & grease mfg,"Annual Payroll ($1,000)","493,473",490,"6,201","8,856","36,369","51,916","103,115","114,069","269,100","224,373"
324199,All other petroleum & coal products mfg,Firms,72,5,18,8,7,38,11,6,55,17
324199,All other petroleum & coal products mfg,Establishments,83,5,18,8,7,38,11,11,60,23
324199,All other petroleum & coal products mfg,Employment,"3,440",0,38,43,90,171,497,583,"1,251","2,189"
324199,All other petroleum & coal products mfg,"Annual Payroll ($1,000)","154,670",700,"1,726","1,896","3,707","8,029","15,545","23,075","46,649","108,021"
325,Chemical mfg,Firms,"9,530",624,"2,444","1,572","1,450","6,090","2,049",786,"8,925",605
325,Chemical mfg,Establishments,"13,426",624,"2,447","1,573","1,466","6,110","2,232","1,320","9,662","3,764"
325,Chemical mfg,Employment,"885,848",0,"5,510","10,535","19,761","35,806","81,347","112,853","230,006","655,842"
325,Chemical mfg,"Annual Payroll ($1,000)","45,609,549","65,403","194,745","368,108","745,973","1,374,229","3,324,963","4,862,437","9,561,629","36,047,920"
3251,Basic chemical mfg,Firms,"1,191",67,254,117,135,573,274,135,982,209
3251,Basic chemical mfg,Establishments,"2,431",67,254,117,138,576,308,227,"1,111","1,320"
3251,Basic chemical mfg,Employment,"191,979",0,585,778,"1,782","3,145","10,582","17,030","30,757","161,222"
3251,Basic chemical mfg,"Annual Payroll ($1,000)","10,878,343","7,021","23,488","31,264","74,974","136,747","495,966","927,524","1,560,237","9,318,106"
32511,Petrochemical mfg,Firms,37,0,2,1,3,6,3,9,18,19
32511,Petrochemical mfg,Establishments,56,0,2,1,3,6,3,14,23,33
32511,Petrochemical mfg,Employment,"10,689",0,[a],[a],42,56,91,934,"1,081","9,608"
32511,Petrochemical mfg,"Annual Payroll ($1,000)","670,788",0,(D),(D),"4,295","4,460","4,761","71,384","80,605","590,183"
325110,Petrochemical mfg,Firms,37,0,2,1,3,6,3,9,18,19
325110,Petrochemical mfg,Establishments,56,0,2,1,3,6,3,14,23,33
325110,Petrochemical mfg,Employment,"10,689",0,[a],[a],42,56,91,934,"1,081","9,608"
325110,Petrochemical mfg,"Annual Payroll ($1,000)","670,788",0,(D),(D),"4,295","4,460","4,761","71,384","80,605","590,183"
32512,Industrial gas mfg,Firms,116,10,41,15,6,72,14,9,95,21
32512,Industrial gas mfg,Establishments,623,10,41,15,6,72,14,26,112,511
32512,Industrial gas mfg,Employment,"12,032",0,90,106,68,264,349,652,"1,265","10,767"
32512,Industrial gas mfg,"Annual Payroll ($1,000)","611,550","1,328","2,695","3,768","1,494","9,285","11,139","24,619","45,043","566,507"
325120,Industrial gas mfg,Firms,116,10,41,15,6,72,14,9,95,21
325120,Industrial gas mfg,Establishments,623,10,41,15,6,72,14,26,112,511
325120,Industrial gas mfg,Employment,"12,032",0,90,106,68,264,349,652,"1,265","10,767"
325120,Industrial gas mfg,"Annual Payroll ($1,000)","611,550","1,328","2,695","3,768","1,494","9,285","11,139","24,619","45,043","566,507"
